url,year,number,yearstr
http://www.europarl.europa.eu/oeil/FindByProcnum.do?lang=en&procnum=OLP/2012/0299,2012,53,COM(2012
http://www.europarl.europa.eu/oeil/FindByProcnum.do?lang=en&procnum=OLP/2013/0092,2013,55,COM(2013
http://www.europarl.europa.eu/oeil/FindByProcnum.do?lang=en&procnum=OLP/2016/0399,2016,63,COM(2016
http://www.europarl.europa.eu/oeil/FindByProcnum.do?lang=en&procnum=COD/2009/0064,2009,85,COM(2009
http://www.europarl.europa.eu/oeil/FindByProcnum.do?lang=en&procnum=OLP/2016/0394,2016,482,COM(2016
http://www.europarl.europa.eu/oeil/FindByProcnum.do?lang=en&procnum=OLP/2010/0266,2010,486,COM(2010
http://www.europarl.europa.eu/oeil/FindByProcnum.do?lang=en&procnum=OLP/2018/0229,2018,489,COM(2018
http://www.europarl.europa.eu/oeil/FindByProcnum.do?lang=en&procnum=OLP/2016/0230,2016,491,COM(2016
http://www.europarl.europa.eu/oeil/FindByProcnum.do?lang=en&procnum=OLP/2017/0086,2017,493,COM(2017
http://www.europarl.europa.eu/oeil/FindByProcnum.do?lang=en&procnum=OLP/2011/0153,2011,494,COM(2011
http://www.europarl.europa.eu/oeil/FindByProcnum.do?lang=en&procnum=OLP/2017/0128,2017,496,COM(2017
http://www.europarl.europa.eu/oeil/FindByProcnum.do?lang=en&procnum=OLP/2016/0365,2016,497,COM(2016
http://www.europarl.europa.eu/oeil/FindByProcnum.do?lang=en&procnum=OLP/2012/0035,2012,500,COM(2012
http://www.europarl.europa.eu/oeil/FindByProcnum.do?lang=en&procnum=OLP/2013/0024,2013,510,COM(2013
http://www.europarl.europa.eu/oeil/FindByProcnum.do?lang=en&procnum=OLP/2017/0290,2017,513,COM(2017
http://www.europarl.europa.eu/oeil/FindByProcnum.do?lang=en&procnum=OLP/2011/0354,2011,520,COM(2011
http://www.europarl.europa.eu/oeil/FindByProcnum.do?lang=en&procnum=OLP/2018/0224,2018,521,COM(2018
http://www.europarl.europa.eu/oeil/FindByProcnum.do?lang=en&procnum=OLP/2018/0060,2018,524,COM(2018
http://www.europarl.europa.eu/oeil/FindByProcnum.do?lang=en&procnum=OLP/2016/0304,2016,526,COM(2016
http://www.europarl.europa.eu/oeil/FindByProcnum.do?lang=en&procnum=OLP/2015/0287,2015,529,COM(2015
http://www.europarl.europa.eu/oeil/FindByProcnum.do?lang=en&procnum=OLP/2011/0231,2011,532,COM(2011
http://www.europarl.europa.eu/oeil/FindByProcnum.do?lang=en&procnum=OLP/2014/0108,2014,534,COM(2014
http://www.europarl.europa.eu/oeil/FindByProcnum.do?lang=en&procnum=OLP/2013/0398,2013,541,COM(2013
http://www.europarl.europa.eu/oeil/FindByProcnum.do?lang=en&procnum=OLP/2013/0103,2013,543,COM(2013
http://www.europarl.europa.eu/oeil/FindByProcnum.do?lang=en&procnum=OLP/2013/0325,2013,548,COM(2013
http://www.europarl.europa.eu/oeil/FindByProcnum.do?lang=en&procnum=OLP/2016/0130,2016,550,COM(2016
http://www.europarl.europa.eu/oeil/FindByProcnum.do?lang=en&procnum=OLP/2013/0365,2013,551,COM(2013
http://www.europarl.europa.eu/oeil/FindByProcnum.do?lang=en&procnum=OLP/2015/0134,2015,552,COM(2015
http://www.europarl.europa.eu/oeil/FindByProcnum.do?lang=en&procnum=OLP/2018/0206,2018,553,COM(2018
http://www.europarl.europa.eu/oeil/FindByProcnum.do?lang=en&procnum=OLP/2017/0293,2017,554,COM(2017
http://www.europarl.europa.eu/oeil/FindByProcnum.do?lang=en&procnum=OLP/2015/0288,2015,555,COM(2015
